config,use_llm_advisor,run_id,hv,igd,feasible,E_best_kWh,energy_saving_pct,runtime_s
C_LLM,1,1,1.09837122981916,0.00763412688242758,0.936666666666667,16.9422529185852,74.7498331697281,1421.8698745
C_LLM,1,2,1.09861922863996,0.00755869055600879,0.903333333333333,16.9422768808443,74.749797457179,1398.2332836
C_LLM,1,3,1.09820724389242,0.00765453363921176,0.92,16.9598934332954,74.7235423368888,1426.0100824
C_LLM,1,4,1.09874438922615,0.00301515609418762,0.883333333333333,16.9420898789201,74.7500761585893,1423.7015566
C_LLM,1,5,1.09754838984648,0.00322706786274119,0.883333333333333,17.0091757363746,74.6500936414579,1634.4974691
C_LLM,1,6,1.09837567066999,0.00304815523374589,0.913333333333333,16.9350772810447,74.7605274998082,1674.1129464
C_LLM,1,7,1.09838823683276,0.00764067383154164,0.866666666666667,16.9422133020084,74.7498922129485,1685.2671316
C_LLM,1,8,1.09855589865606,0.0076693666944291,0.92,16.9598282372401,74.7236395029081,1678.5940506
C_LLM,1,9,1.09851222199677,0.00776654837794407,0.873333333333333,16.9394460695422,74.7540164036194,1292.2373288
C_LLM,1,10,1.09837538129481,0.00306532909014867,0.893333333333333,16.9421571773437,74.7499758592708,1255.2800018
D_LLM,1,1,1.10578506491988,0.00892568730009038,0.936666666666667,16.9438376115056,74.7474713964263,1449.9597223
D_LLM,1,2,1.13145983153959,0.0208479774500097,0.843333333333333,16.9638735879234,74.7176104476146,1479.6478695
D_LLM,1,3,1.10603076938031,0.00845659005428647,0.923333333333333,17.2084194111635,74.35314753562,1404.6530099
D_LLM,1,4,1.13848458327345,0.0137717292865086,0.886666666666667,16.9432270126829,74.7483814124799,1447.4201875
D_LLM,1,5,1.09862597719209,0.00964733953039352,0.97,16.9634555159792,74.7182335280509,1523.8441214
D_LLM,1,6,1.09993017228141,0.0118157031292309,0.933333333333333,16.9433039243815,74.748266785858,1501.4792133
D_LLM,1,7,1.10207777515513,0.00928672411851698,0.956666666666667,16.9657957709453,74.7147456903587,1465.8457644
D_LLM,1,8,1.1045864477694,0.0084751177043318,0.943333333333333,16.9892372080078,74.6798093569552,1495.8073156
D_LLM,1,9,1.09820694198523,0.00930101916916394,0.956666666666667,16.9843924926994,74.6870297585376,1254.0324132
D_LLM,1,10,1.0978599534492,0.0144156972195388,0.96,16.96468966486,74.7163941938559,1220.3563017
